region_id,month,gini_index,unemployment_rate,inflation_rate,media_sentiment_index,rainfall_deviation,policy_instability_index,prior_unrest_count,population_density,food_price_index,fuel_subsidy_cut,gov_approval,neighbor_unrest_prev,unrest_event
R12,2024-08-01,0.514,2.31,0.65,0.112,-0.42,3,1.36,176.6,92.2,0,0.04,2,0
R13,2024-08-01,0.467,4.97,0.77,-0.226,0.49,3,0.33,412.6,92.7,0,0.05,0,1
R14,2024-08-01,0.329,1.11,0.68,-0.17,0.71,0,0.0,274.5,87.3,0,0.85,2,0
R15,2024-08-01,0.441,7.54,1.88,-0.49,-1.04,2,0.12,233.2,89.2,0,0.0,0,0
R16,2024-08-01,0.496,10.27,-1.02,-0.119,-0.41,2,0.68,220.8,90.1,0,0.0,1,0
R17,2024-08-01,0.328,4.07,-0.35,0.087,0.54,2,0.06,356.1,93.0,0,0.33,0,1
R18,2024-08-01,0.384,12.64,2.72,0.523,-0.49,0,0.25,489.7,91.2,0,0.0,0,0
R19,2024-08-01,0.443,10.32,1.5,0.244,0.41,3,0.44,321.7,83.4,0,0.0,1,0
R20,2024-08-01,0.457,6.82,0.46,0.363,-0.25,0,0.11,71.4,90.6,0,0.2,0,0
R21,2024-08-01,0.438,3.32,1.55,-0.3,0.37,1,0.39,197.0,87.3,0,0.37,1,0
R22,2024-08-01,0.219,8.82,0.4,-0.461,-1.21,0,1.4,57.8,84.9,0,0.19,1,0
R23,2024-08-01,0.369,7.75,0.61,-0.074,0.96,2,0.13,194.4,90.7,0,0.12,1,1
R24,2024-08-01,0.5,11.86,-0.67,0.005,-0.52,1,0.24,66.2,91.9,0,0.0,1,0
R25,2024-08-01,0.283,6.49,0.28,-0.005,-0.5,2,0.17,382.7,86.6,0,0.26,0,0
R26,2024-08-01,0.264,4.22,0.25,0.298,0.79,0,0.01,166.4,94.7,0,0.49,1,0
R27,2024-08-01,0.255,8.31,1.14,0.204,0.56,1,0.47,126.5,92.5,1,0.0,1,0
R28,2024-08-01,0.428,11.99,-0.12,0.855,0.94,2,1.87,135.5,88.6,0,0.0,2,1
R29,2024-08-01,0.377,5.03,0.29,0.54,1.56,0,0.01,184.7,87.0,0,0.53,2,0
R30,2024-08-01,0.479,8.4,0.51,0.937,-1.36,0,1.24,404.0,92.4,0,0.18,1,0
R31,2024-08-01,0.249,11.28,0.33,-0.16,0.3,2,1.64,330.6,99.8,0,0.01,0,1
R32,2024-08-01,0.205,9.28,0.18,-0.087,-1.25,0,0.06,366.5,88.9,1,0.0,0,0
R33,2024-08-01,0.401,12.45,1.47,0.732,2.06,0,0.02,51.3,89.9,1,0.0,0,0
R34,2024-08-01,0.434,1.4,0.08,0.191,2.96,0,0.01,65.9,93.2,0,0.49,1,0
R35,2024-08-01,0.306,5.0,1.08,-0.111,0.65,0,0.25,86.4,97.3,0,0.35,0,0
R36,2024-08-01,0.385,8.49,1.02,-0.377,-0.77,0,0.26,494.9,95.5,0,0.14,1,0
R37,2024-08-01,0.465,4.1,0.31,0.212,2.54,0,0.13,481.4,94.4,0,0.31,1,0
R38,2024-08-01,0.473,5.41,0.74,0.318,0.87,2,0.0,477.7,83.9,0,0.01,0,0
R39,2024-08-01,0.308,11.93,0.62,0.72,0.8,1,0.56,210.6,95.2,0,0.0,0,0
R40,2024-08-01,0.207,9.01,-0.1,1.0,-3.11,0,0.14,342.0,98.6,0,0.39,1,0
R41,2024-08-01,0.523,9.04,1.25,1.0,0.23,1,0.47,486.8,87.0,0,0.0,1,1
R42,2024-08-01,0.298,5.21,0.27,0.216,2.33,1,0.03,391.7,96.7,0,0.31,1,1
R43,2024-08-01,0.449,9.62,1.61,0.257,0.49,0,0.24,181.6,86.2,0,0.21,1,0
R44,2024-08-01,0.453,8.32,2.3,-0.172,-0.41,1,0.5,405.3,94.8,0,0.0,0,0
R45,2024-08-01,0.508,3.84,0.42,-0.386,-1.14,0,1.02,367.8,91.7,0,0.22,0,0
R46,2024-08-01,0.516,12.07,1.07,-0.119,-0.82,0,0.25,433.0,90.2,0,0.0,2,0
R47,2024-08-01,0.4,5.11,0.23,0.497,0.22,0,0.22,168.2,97.5,0,0.47,0,0
R48,2024-08-01,0.225,5.87,2.96,0.351,0.63,1,0.0,394.2,80.8,0,0.23,1,0
R49,2024-08-01,0.239,6.45,-0.55,0.036,1.4,0,0.01,120.8,87.0,0,0.63,1,0
R50,2024-08-01,0.36,10.99,0.86,0.46,0.51,1,0.1,68.3,83.9,0,0.01,1,1
R1,2024-09-01,0.449,4.65,0.16,-0.249,1.27,1,1.12,199.1,93.4,0,0.18,1,0
R2,2024-09-01,0.483,2.32,1.78,0.662,1.93,2,0.03,344.9,92.8,0,0.27,1,1
R3,2024-09-01,0.511,6.73,1.12,-0.287,0.85,0,0.35,382.1,87.0,0,0.0,3,0
R4,2024-09-01,0.281,7.83,-0.89,-1.0,-1.23,0,0.04,385.5,84.6,0,0.31,0,0
R5,2024-09-01,0.346,9.29,0.42,-0.242,0.88,0,0.13,81.5,87.0,0,0.04,2,0
R6,2024-09-01,0.515,13.05,0.37,-0.78,0.32,0,2.76,178.1,89.0,0,0.0,2,0
R7,2024-09-01,0.34,11.98,0.45,-0.073,0.17,0,1.73,127.3,89.3,0,0.02,0,0
R8,2024-09-01,0.414,2.9,2.11,-0.155,-0.78,1,0.0,246.0,88.6,0,0.33,0,0
R9,2024-09-01,0.407,12.45,0.07,0.616,0.07,0,0.56,479.3,86.8,0,0.0,0,0
R10,2024-09-01,0.321,8.7,1.95,-0.55,-0.26,0,0.11,175.9,94.3,0,0.3,1,0
R11,2024-09-01,0.405,6.72,1.91,0.156,-0.62,0,0.01,264.6,83.2,0,0.53,0,0
R12,2024-09-01,0.496,4.46,1.02,-0.374,-0.09,0,0.95,351.1,89.1,0,0.35,0,0
R13,2024-09-01,0.456,4.56,1.54,-0.338,-0.44,0,1.23,334.7,102.5,0,0.13,1,1
R14,2024-09-01,0.279,5.18,0.7,0.365,-2.68,1,0.0,442.5,92.6,1,0.0,0,0
R15,2024-09-01,0.379,6.52,0.9,0.08,-0.76,2,0.08,314.8,92.4,0,0.17,0,0
R16,2024-09-01,0.508,10.55,1.35,0.463,-0.02,3,0.48,316.0,84.7,0,0.0,1,1
R17,2024-09-01,0.363,4.7,0.93,0.339,-2.86,0,1.04,318.6,93.1,0,0.41,0,0
R18,2024-09-01,0.36,13.0,1.84,0.479,-1.22,1,0.18,373.8,90.2,0,0.0,2,1
R19,2024-09-01,0.46,9.05,1.64,0.093,-0.01,0,0.31,134.6,87.4,0,0.26,2,0
R20,2024-09-01,0.463,4.91,0.24,0.315,0.58,0,0.07,209.6,85.2,1,0.0,1,0
R21,2024-09-01,0.411,1.67,0.31,0.189,-0.27,1,0.27,231.2,91.4,0,0.35,0,0
R22,2024-09-01,0.259,7.98,-2.22,0.739,-0.22,0,0.98,246.2,88.0,0,0.44,0,0
R23,2024-09-01,0.362,6.13,0.03,0.631,-0.0,0,1.09,112.6,93.9,0,0.26,3,0
R24,2024-09-01,0.467,12.46,0.91,0.451,0.82,3,0.17,100.1,90.7,0,0.0,1,0
R25,2024-09-01,0.276,6.42,0.57,-0.016,-2.61,0,0.12,95.8,85.2,0,0.37,0,0
R26,2024-09-01,0.277,1.9,0.98,0.279,-0.11,2,0.01,141.9,80.1,0,0.49,2,0
R27,2024-09-01,0.277,7.01,0.5,-0.354,-0.2,2,0.33,395.9,94.6,0,0.1,2,0
R28,2024-09-01,0.39,12.95,0.33,0.231,0.16,1,2.31,81.9,91.7,0,0.0,2,1
R29,2024-09-01,0.346,5.56,0.41,0.076,0.22,1,0.01,187.7,97.6,0,0.33,2,0
R30,2024-09-01,0.475,7.66,1.33,-0.046,1.07,1,0.87,392.6,85.1,0,0.0,2,0
R31,2024-09-01,0.258,9.93,1.79,0.873,-0.63,0,2.15,192.5,87.2,0,0.17,0,0
R32,2024-09-01,0.202,8.25,-1.49,-0.11,-0.59,0,0.04,346.2,94.0,0,0.36,1,0
R33,2024-09-01,0.378,10.02,-0.68,-0.253,-1.45,0,0.01,272.8,97.1,0,0.17,0,0
R34,2024-09-01,0.516,2.87,1.47,0.498,2.24,0,0.0,397.6,86.9,0,0.33,0,0
R35,2024-09-01,0.299,3.77,-2.63,0.163,0.9,0,0.17,434.0,102.1,0,0.6,2,0
R36,2024-09-01,0.411,5.53,0.87,0.066,1.88,2,0.18,141.3,84.6,1,0.0,3,0
R37,2024-09-01,0.47,3.34,1.58,0.75,0.26,0,0.09,147.6,84.5,0,0.29,2,0
R38,2024-09-01,0.508,7.79,1.17,0.108,0.17,0,0.0,221.0,93.8,0,0.0,2,0
R39,2024-09-01,0.296,11.78,0.08,-0.058,-0.4,1,0.39,371.9,90.5,0,0.11,0,0
R40,2024-09-01,0.201,9.49,-0.32,-0.17,-1.41,1,0.1,293.0,91.8,1,0.0,0,0
R41,2024-09-01,0.525,7.79,1.13,0.453,0.12,0,1.33,149.7,94.2,0,0.0,3,0
R42,2024-09-01,0.314,4.29,0.41,0.031,-0.82,3,1.02,265.0,91.4,0,0.11,0,0
R43,2024-09-01,0.513,10.19,-0.01,0.287,-1.82,0,0.17,158.7,88.0,0,0.0,0,0
R44,2024-09-01,0.47,9.54,-0.01,0.246,-0.28,2,0.35,168.4,86.1,0,0.0,1,0
R45,2024-09-01,0.455,4.16,1.66,-0.13,0.15,0,0.71,218.9,88.9,0,0.37,0,0
R46,2024-09-01,0.488,11.21,0.31,0.213,-1.85,0,0.18,154.3,83.9,0,0.0,2,0
R47,2024-09-01,0.405,2.07,-0.36,-0.342,0.35,0,0.15,246.0,86.1,0,0.52,2,0
R48,2024-09-01,0.213,4.42,1.15,0.651,-1.38,0,0.0,398.8,98.2,0,0.68,1,0
R49,2024-09-01,0.178,7.3,0.33,0.306,0.13,1,0.01,399.6,91.4,0,0.24,0,0
R50,2024-09-01,0.347,11.47,1.38,-0.141,-0.26,0,1.07,54.1,100.5,0,0.29,1,0
R1,2024-10-01,0.449,6.65,1.67,0.8,1.28,2,0.78,265.0,84.5,0,0.06,1,1
R2,2024-10-01,0.455,2.95,-1.11,0.324,-0.9,0,1.02,233.0,92.0,0,0.48,0,0
R3,2024-10-01,0.486,8.86,-0.86,0.337,0.6,3,0.24,311.7,90.9,0,0.0,0,1
R4,2024-10-01,0.289,8.73,1.77,1.0,0.87,0,0.03,331.8,82.4,0,0.26,0,0
R5,2024-10-01,0.346,9.01,0.28,0.085,1.57,0,0.09,105.3,96.3,0,0.23,1,0
R6,2024-10-01,0.491,15.32,0.81,0.621,-0.19,2,1.93,303.5,89.0,0,0.0,1,0
R7,2024-10-01,0.378,13.25,1.44,-0.213,-0.67,0,1.21,178.6,96.2,0,0.0,1,0
R8,2024-10-01,0.417,0.52,1.26,-0.722,-0.84,1,0.0,263.2,83.2,0,0.37,0,0
R9,2024-10-01,0.365,12.72,1.7,0.351,-0.44,0,0.39,217.2,87.1,0,0.1,0,0
R10,2024-10-01,0.308,10.99,1.36,-0.182,1.01,0,0.08,396.4,93.9,0,0.04,0,0
R11,2024-10-01,0.427,7.05,1.44,0.536,0.39,1,0.01,453.2,98.6,0,0.15,0,0
R12,2024-10-01,0.503,4.48,1.74,0.617,-0.64,0,0.67,436.0,88.1,1,0.0,0,0
R13,2024-10-01,0.419,7.32,-0.09,0.039,1.68,0,1.86,410.9,86.1,0,0.2,0,0
R14,2024-10-01,0.328,4.23,1.11,0.502,0.21,3,0.0,51.8,93.9,0,0.32,0,0
R15,2024-10-01,0.375,7.95,0.26,-0.144,-1.45,0,0.06,419.6,96.4,0,0.07,0,0
R16,2024-10-01,0.492,10.23,1.21,0.025,-0.87,0,1.33,218.5,90.2,0,0.0,0,0
R17,2024-10-01,0.354,5.16,-0.59,0.387,-1.14,1,0.73,401.5,84.1,0,0.24,0,0
R18,2024-10-01,0.391,10.39,0.44,0.099,1.36,2,1.12,223.1,87.8,0,0.0,0,0
R19,2024-10-01,0.462,7.57,0.59,0.49,-0.96,0,0.22,477.0,103.6,0,0.18,1,0
R20,2024-10-01,0.471,8.09,0.78,0.169,-0.02,2,0.05,201.8,90.3,0,0.0,1,0
R21,2024-10-01,0.434,3.31,0.52,0.477,0.12,2,0.19,268.2,91.9,0,0.23,1,0
R22,2024-10-01,0.225,8.2,0.24,-0.358,-1.18,1,0.69,110.9,94.2,0,0.04,0,0
R23,2024-10-01,0.37,9.55,3.68,-0.224,-1.01,2,0.77,78.9,84.5,0,0.0,1,0
R24,2024-10-01,0.466,13.11,-0.86,-0.225,0.98,0,0.12,57.7,82.7,0,0.0,1,0
R25,2024-10-01,0.28,6.21,1.42,-0.502,-1.58,1,0.08,74.4,95.8,0,0.33,1,0
R26,2024-10-01,0.283,5.19,2.26,0.188,-1.22,0,0.01,469.5,100.8,0,0.5,0,0
R27,2024-10-01,0.279,7.65,1.51,0.015,0.32,2,0.23,346.4,88.4,0,0.07,0,0
R28,2024-10-01,0.385,13.31,-0.32,0.293,0.78,0,2.62,119.1,94.0,0,0.0,0,0
R29,2024-10-01,0.338,4.54,0.99,-0.256,-0.03,0,0.0,437.1,97.0,0,0.42,0,0
R30,2024-10-01,0.468,7.28,1.67,-0.165,-0.65,0,0.61,462.5,88.4,0,0.19,0,0
R31,2024-10-01,0.209,12.18,1.4,0.023,0.51,1,1.5,192.4,92.2,0,0.09,0,0
R32,2024-10-01,0.215,9.85,2.49,0.037,-0.81,0,0.03,488.6,90.9,0,0.29,0,0
R33,2024-10-01,0.389,9.9,0.25,0.125,-0.36,1,0.01,253.8,86.9,0,0.13,0,0
R34,2024-10-01,0.468,2.38,0.77,0.275,-0.23,0,0.0,192.4,86.7,0,0.62,0,0
R35,2024-10-01,0.282,5.67,-0.48,0.35,2.02,0,0.12,181.7,90.6,0,0.34,1,0
R36,2024-10-01,0.446,6.94,0.66,0.264,-1.11,0,0.13,86.7,88.2,0,0.33,0,0
R37,2024-10-01,0.488,3.32,2.06,0.764,-0.76,0,0.06,442.3,91.6,0,0.48,2,0
R38,2024-10-01,0.498,8.08,-1.33,0.295,-0.14,0,0.0,105.2,79.5,0,0.0,2,0
R39,2024-10-01,0.315,12.1,0.28,-0.67,0.04,0,0.27,400.7,84.5,0,0.13,0,0
R40,2024-10-01,0.223,9.18,1.15,-0.021,0.56,2,0.07,271.9,86.9,0,0.17,0,0
R41,2024-10-01,0.515,7.56,1.12,-0.198,0.5,2,0.93,396.5,84.7,0,0.0,1,0
R42,2024-10-01,0.28,5.86,0.64,0.72,0.21,0,0.71,111.1,91.4,0,0.32,2,1
R43,2024-10-01,0.479,9.73,1.79,0.41,-0.65,0,0.12,83.8,86.3,0,0.24,2,0
R44,2024-10-01,0.472,8.23,0.32,-0.292,1.15,0,0.24,333.7,97.6,0,0.21,0,0
R45,2024-10-01,0.44,5.87,-0.83,0.375,0.56,0,0.5,114.3,95.2,0,0.17,1,0
R46,2024-10-01,0.455,14.82,-0.8,1.0,0.01,0,0.12,382.8,97.4,0,0.0,0,0
R47,2024-10-01,0.384,5.25,-0.47,0.525,0.28,0,0.11,150.2,88.2,0,0.37,0,0
R48,2024-10-01,0.239,5.09,1.22,1.0,-1.22,0,0.0,86.2,93.0,0,0.45,2,0
R49,2024-10-01,0.253,8.62,1.22,0.141,-0.93,0,0.0,120.1,102.5,0,0.29,0,0
R50,2024-10-01,0.357,12.59,2.68,1.0,1.72,0,0.75,66.5,91.0,0,0.02,1,0
R1,2024-11-01,0.46,6.91,1.2,0.174,-0.11,0,1.55,106.4,98.2,0,0.25,1,0
R2,2024-11-01,0.496,4.11,0.88,0.187,-0.34,0,0.71,167.1,97.3,0,0.51,1,0
R3,2024-11-01,0.497,9.65,0.58,0.522,0.17,0,1.17,372.5,88.3,0,0.0,1,0
R4,2024-11-01,0.307,8.35,0.61,-0.319,-0.85,2,0.02,265.2,90.0,0,0.09,0,0
R5,2024-11-01,0.35,9.06,0.45,0.203,0.37,0,0.06,406.4,103.2,0,0.2,0,0
R6,2024-11-01,0.527,12.82,2.07,-0.279,-1.21,0,1.35,355.9,94.4,0,0.0,0,0
R7,2024-11-01,0.364,14.48,1.99,0.049,-1.66,1,0.85,389.6,93.0,1,0.0,1,1
R8,2024-11-01,0.402,3.42,2.08,0.202,1.28,1,0.0,327.5,92.7,0,0.42,0,0
R9,2024-11-01,0.389,14.86,-0.56,0.136,0.88,0,0.27,466.6,101.9,0,0.0,1,0
R10,2024-11-01,0.351,11.57,2.47,-0.873,-0.97,2,0.05,473.4,93.8,0,0.0,0,0
R11,2024-11-01,0.422,7.1,0.84,0.91,0.08,0,0.01,110.2,88.2,0,0.2,1,0
R12,2024-11-01,0.55,4.31,2.1,0.003,-0.52,0,0.47,278.6,99.4,0,0.17,0,0
R13,2024-11-01,0.429,7.33,1.82,0.301,1.56,3,1.3,234.7,96.4,0,0.0,0,0
R14,2024-11-01,0.349,4.32,2.34,0.562,-0.96,2,0.0,96.9,101.8,0,0.29,1,0
R15,2024-11-01,0.419,8.73,1.93,-0.666,1.05,1,0.04,336.0,99.9,0,0.09,0,0
R16,2024-11-01,0.53,11.62,-0.8,-0.711,-0.93,0,0.93,217.8,96.9,0,0.0,0,0
R17,2024-11-01,0.359,5.21,1.76,0.346,-0.5,1,0.51,396.3,96.1,0,0.29,0,0
R18,2024-11-01,0.463,11.69,1.12,0.618,-1.0,2,0.79,490.0,94.2,0,0.0,1,0
R19,2024-11-01,0.471,9.03,1.91,0.694,0.76,3,0.15,207.3,92.2,0,0.0,0,1
R20,2024-11-01,0.525,8.21,0.36,0.244,-1.02,1,0.04,370.0,94.2,0,0.03,0,0
R21,2024-11-01,0.422,2.54,0.22,0.218,2.29,0,0.13,227.4,98.3,0,0.34,1,0
R22,2024-11-01,0.253,11.16,-1.28,0.594,-1.09,0,0.48,215.5,90.1,1,0.0,0,0
R23,2024-11-01,0.396,8.24,0.4,-0.272,1.2,0,0.54,404.3,89.6,0,0.1,0,0
R24,2024-11-01,0.478,14.29,0.5,0.689,-1.2,0,0.08,405.5,88.6,0,0.0,0,0
R25,2024-11-01,0.271,7.17,0.42,-0.651,-0.09,0,0.06,100.7,86.4,0,0.44,0,0
R26,2024-11-01,0.313,4.9,1.85,-0.448,-1.04,0,0.0,146.4,99.0,0,0.33,0,0
R27,2024-11-01,0.319,7.41,2.71,0.146,-0.46,1,0.16,143.0,99.1,0,0.27,0,0
R28,2024-11-01,0.423,13.5,-0.77,0.613,0.95,0,1.83,273.1,98.1,0,0.0,1,0
R29,2024-11-01,0.367,2.62,0.78,-0.259,-0.94,1,0.0,489.1,95.0,0,0.32,1,0
R30,2024-11-01,0.44,10.43,-0.03,0.617,-0.47,0,0.43,227.0,94.7,0,0.0,1,0
R31,2024-11-01,0.259,12.56,-0.0,0.081,0.35,0,1.05,144.8,93.9,0,0.17,1,0
R32,2024-11-01,0.259,9.94,1.6,-0.177,0.03,0,0.02,257.3,92.3,0,0.36,0,0
R33,2024-11-01,0.396,10.74,0.35,0.846,-0.91,0,0.01,404.7,94.4,0,0.0,1,0
R34,2024-11-01,0.507,4.29,-0.73,0.629,-1.22,0,0.0,191.0,97.7,0,0.36,0,0
R35,2024-11-01,0.252,4.28,-0.14,0.36,0.63,2,0.09,295.0,97.8,0,0.44,0,0
R36,2024-11-01,0.433,8.56,2.03,0.03,1.1,0,0.09,152.1,97.5,0,0.19,1,0
R37,2024-11-01,0.472,1.84,0.97,0.449,0.08,0,0.04,165.2,91.0,0,0.35,0,0
R38,2024-11-01,0.532,7.87,0.36,0.566,0.03,0,0.0,284.0,98.0,0,0.0,1,0
R39,2024-11-01,0.307,13.03,2.12,-0.093,-0.74,0,0.19,457.3,102.2,0,0.0,0,0
R40,2024-11-01,0.206,10.1,3.13,0.115,-1.32,2,0.05,456.4,85.6,0,0.2,0,0
R41,2024-11-01,0.519,10.65,1.14,0.141,-0.55,1,0.65,213.6,90.3,0,0.0,1,1
R42,2024-11-01,0.311,6.11,1.37,-0.192,1.16,0,1.5,332.5,94.1,0,0.41,0,0
R43,2024-11-01,0.467,10.31,1.85,-0.136,0.02,0,0.08,385.0,85.5,0,0.13,2,0
R44,2024-11-01,0.528,9.34,2.33,0.01,0.01,0,0.17,158.2,95.1,0,0.06,0,0
R45,2024-11-01,0.468,7.36,1.98,0.228,-0.09,0,0.35,404.1,93.3,0,0.22,0,0
R46,2024-11-01,0.509,12.0,1.17,-0.045,1.23,0,0.09,348.7,94.5,0,0.0,1,0
R47,2024-11-01,0.397,8.02,1.45,-0.76,0.06,0,0.07,105.9,93.6,0,0.38,1,0
R48,2024-11-01,0.217,6.76,1.03,0.406,1.17,0,0.0,299.2,98.6,0,0.61,0,0
R49,2024-11-01,0.235,7.74,3.55,0.356,-0.98,1,0.0,290.2,95.7,0,0.33,0,0
R50,2024-11-01,0.411,10.9,2.33,0.04,0.34,0,0.52,490.6,98.5,0,0.17,0,0
R1,2024-12-01,0.433,6.08,1.25,-0.294,0.95,0,1.08,343.9,100.2,0,0.3,0,0
R2,2024-12-01,0.478,4.35,2.11,0.539,2.72,0,0.5,144.8,101.0,1,0.0,0,0
R3,2024-12-01,0.537,7.38,2.41,-0.326,-0.41,1,0.82,257.8,103.2,0,0.0,2,0
R4,2024-12-01,0.341,8.7,2.94,-0.563,0.59,0,0.01,220.7,96.5,0,0.35,0,0
R5,2024-12-01,0.361,12.94,1.92,-0.002,-0.13,0,0.04,436.3,101.0,0,0.02,0,0
R6,2024-12-01,0.515,14.4,3.59,0.162,-1.53,0,0.95,456.0,107.7,0,0.0,1,1
R7,2024-12-01,0.394,15.83,1.72,-0.57,0.49,0,1.59,78.9,90.6,0,0.0,1,1
R8,2024-12-01,0.476,4.68,1.83,0.112,-0.65,0,0.0,473.8,100.7,0,0.34,0,0
R9,2024-12-01,0.396,14.57,1.61,0.194,-0.16,0,0.19,165.4,103.4,0,0.0,0,0
R10,2024-12-01,0.392,10.39,2.95,0.326,-0.41,1,0.04,112.0,109.8,0,0.0,1,0
R11,2024-12-01,0.444,7.53,1.17,0.034,-0.39,2,0.0,162.2,101.6,0,0.0,0,0
R12,2024-12-01,0.553,4.62,3.28,0.332,-1.36,0,0.33,351.8,101.9,0,0.25,0,0
R13,2024-12-01,0.491,8.23,3.96,0.037,2.25,2,0.91,57.5,91.5,0,0.0,1,0
R14,2024-12-01,0.367,5.11,1.38,0.482,0.99,2,0.0,110.2,94.8,0,0.14,0,0
R15,2024-12-01,0.452,7.21,3.06,0.043,-0.1,2,0.03,460.0,95.8,0,0.06,1,0
R16,2024-12-01,0.537,12.28,2.74,-0.344,-1.46,3,0.65,164.2,98.2,0,0.0,1,1
R17,2024-12-01,0.408,3.79,3.35,-0.452,0.23,0,0.36,91.3,97.5,0,0.46,0,0
R18,2024-12-01,0.461,13.94,2.13,0.316,-1.86,1,0.55,375.3,109.8,0,0.0,0,0
R19,2024-12-01,0.518,9.44,2.16,-0.205,-0.42,0,1.11,159.1,92.3,0,0.0,1,0
R20,2024-12-01,0.557,6.77,2.37,0.144,1.0,3,0.03,402.9,103.2,1,0.0,0,1
R21,2024-12-01,0.459,5.29,1.59,0.256,0.32,0,0.09,458.4,98.9,0,0.28,0,0
R22,2024-12-01,0.277,12.23,2.91,0.167,-0.92,1,0.34,241.2,94.9,0,0.21,0,1
R23,2024-12-01,0.419,11.12,2.89,0.13,1.27,3,0.37,238.6,94.2,0,0.0,1,0
R24,2024-12-01,0.489,15.29,1.92,0.575,0.98,0,0.06,92.4,102.8,0,0.0,0,0
R25,2024-12-01,0.317,10.84,0.91,-0.187,0.66,0,0.04,418.8,104.1,1,0.0,0,0
R26,2024-12-01,0.284,4.56,-0.29,-0.552,-1.04,1,0.0,177.0,107.0,0,0.38,1,0
R27,2024-12-01,0.296,8.25,2.38,1.0,1.41,1,0.11,88.8,95.0,0,0.26,1,0
R28,2024-12-01,0.436,15.34,0.39,0.564,0.55,0,1.28,356.8,100.2,0,0.0,1,0
R29,2024-12-01,0.397,5.95,3.25,0.367,-0.6,0,0.0,62.8,101.9,0,0.48,0,0
R30,2024-12-01,0.47,10.86,3.04,0.236,-0.51,1,0.3,495.0,90.9,0,0.0,0,0
R31,2024-12-01,0.303,13.12,2.3,0.424,0.46,3,0.74,76.0,92.0,0,0.0,0,1
R32,2024-12-01,0.273,9.26,0.54,-0.111,0.82,0,0.01,67.4,97.1,0,0.15,1,0
R33,2024-12-01,0.434,12.03,3.46,-0.354,-3.26,2,0.0,432.3,96.8,0,0.0,0,0
R34,2024-12-01,0.534,3.72,4.33,-0.062,1.06,0,0.0,431.7,99.0,0,0.16,0,0
R35,2024-12-01,0.33,7.4,1.82,-0.117,0.75,1,0.06,220.8,106.3,0,0.26,0,0
R36,2024-12-01,0.444,10.46,2.68,-0.236,1.47,0,0.06,442.3,102.0,0,0.0,0,0
R37,2024-12-01,0.537,6.06,1.4,-0.339,2.53,0,0.03,497.5,95.9,0,0.22,0,0
R38,2024-12-01,0.546,8.92,2.25,0.172,-0.36,0,0.0,439.5,98.6,0,0.0,1,0
R39,2024-12-01,0.333,13.76,2.83,-0.436,1.0,2,0.13,307.8,106.4,0,0.0,0,0
R40,2024-12-01,0.302,9.94,0.87,-0.65,-0.5,0,0.03,205.1,92.6,0,0.04,0,0
R41,2024-12-01,0.542,10.47,1.77,-0.398,1.66,0,1.45,481.2,98.5,0,0.02,0,0
R42,2024-12-01,0.334,6.78,0.76,0.011,-2.21,0,1.05,321.0,99.2,0,0.19,0,0
R43,2024-12-01,0.531,11.36,0.51,0.671,2.44,0,0.06,425.3,95.2,0,0.0,0,0
R44,2024-12-01,0.521,9.76,2.8,-0.093,-0.06,2,0.12,438.3,102.5,0,0.0,1,0
R45,2024-12-01,0.544,8.51,1.46,-0.371,1.6,0,0.24,171.8,103.6,0,0.0,0,0
R46,2024-12-01,0.561,11.98,1.12,-0.347,-0.01,0,0.06,215.4,98.5,0,0.0,1,0
R47,2024-12-01,0.464,6.97,1.94,0.325,-0.82,1,0.05,113.4,102.2,0,0.19,1,0
R48,2024-12-01,0.269,9.33,3.08,-0.377,0.56,1,0.0,153.5,101.4,0,0.25,0,0
R49,2024-12-01,0.248,10.71,2.16,0.518,-0.51,2,0.0,416.2,102.7,0,0.02,0,0
R50,2024-12-01,0.389,11.24,0.93,-0.638,0.9,0,0.37,134.4,89.5,0,0.0,0,0
R1,2025-01-01,0.465,10.21,0.81,0.254,1.35,0,0.76,251.9,109.9,0,0.11,0,0
R2,2025-01-01,0.518,8.15,1.78,-0.083,-0.93,0,0.35,134.1,103.0,0,0.0,0,0
R3,2025-01-01,0.575,10.27,1.5,0.191,0.51,1,0.57,88.9,103.1,0,0.0,2,0
R4,2025-01-01,0.337,10.86,4.34,-0.246,1.12,2,0.01,425.7,104.6,0,0.0,0,1
R5,2025-01-01,0.401,12.38,4.73,0.095,0.01,0,0.03,72.3,113.7,1,0.0,0,0
R6,2025-01-01,0.601,17.1,2.43,-0.339,0.1,0,1.66,60.6,106.8,0,0.0,0,0
R7,2025-01-01,0.401,14.6,2.07,-0.333,-0.59,1,2.12,276.9,107.0,0,0.0,1,0
R8,2025-01-01,0.454,5.69,1.52,-0.771,-1.52,1,0.0,133.2,98.9,0,0.04,0,1
R9,2025-01-01,0.445,15.04,3.52,-0.325,-0.44,0,0.13,281.6,111.9,0,0.0,0,0
R10,2025-01-01,0.405,11.96,3.49,0.084,0.68,0,0.03,481.2,106.8,0,0.0,0,0
R11,2025-01-01,0.503,9.28,1.88,-0.241,-0.04,0,0.0,54.0,99.6,0,0.08,0,0
R12,2025-01-01,0.559,7.84,2.56,-0.256,0.92,1,0.23,384.1,103.8,0,0.0,1,0
R13,2025-01-01,0.512,7.67,2.25,-1.0,1.23,0,0.64,104.0,105.5,0,0.25,1,1
